"pressure_def","Type","csqueeze","fut_csqueeze","fut_barriers","sed_supp","fut_dams","fut_slr","ant_slr","fut_gwsub","gwsub","fut_drought","fut_ext_rain","storms","hist_drought","hist_ext_rain","Tidal_Class","fut_storms","prop_estab","sea_net_change","land_net_change","climate","land_net_change_obs","sea_net_change_obs","csqueeze_1","fut_csqueeze_1","cdev","fut_cdev","Geomorphology"
2,"OpenCoast_61003","M","M","Medium","L","L",1,1,0,0,0,0,0,1,0,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61004","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61005","L","L","High","L","L",1,1,0,0,0,1,0,0,1,"H",0,"M","Loss","Gain_neutrality","arid",1,-1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61006","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61012","H","H","Low","L","L",0,0,0,0,0,0,0,1,0,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61013","L","L","High","L","L",0,0,0,0,0,0,0,1,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61014","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61015","H","H","Low","L","L",0,0,1,1,0,1,0,0,0,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61016","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61017","M","M","Medium","L","L",1,1,1,0,0,1,0,0,0,"M",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61018","M","M","Medium","L","L",1,1,0,0,0,1,0,0,0,"M",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61019","M","M","Medium","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61020","H","H","Low","L","L",0,0,0,1,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61021","M","M","Medium","L","L",0,0,1,0,0,1,0,0,0,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61022","L","L","High","L","L",0,0,0,0,0,0,0,1,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61023","M","M","Medium","L","L",0,0,1,1,0,0,0,1,0,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61024","M","M","Medium","L","L",0,0,1,1,0,0,0,1,1,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61025","M","M","Medium","L","L",0,0,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61027","H","H","Low","L","L",0,0,0,0,0,1,0,0,0,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61030","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61031","M","M","Medium","L","L",0,0,0,0,0,1,0,1,1,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61035","M","L","High","L","L",0,1,0,0,0,1,0,0,0,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","High","OpenCoast"
2,"OpenCoast_61038","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61042","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61044","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"L","Loss","Gain_neutrality","humid",1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61046","M","M","Medium","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61049","M","M","Medium","L","L",0,0,1,1,0,0,0,1,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61051","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61054","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61056","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61057","M","M","Medium","L","L",1,1,0,0,0,0,0,1,0,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61060","H","H","Low","L","L",0,0,1,1,0,1,0,1,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61061","L","L","High","L","L",0,0,1,1,0,0,0,1,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61064","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61066","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61070","H","H","Low","L","L",0,0,0,1,0,1,0,1,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61071","L","L","High","L","L",0,0,0,1,0,0,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61072","L","L","High","L","L",0,0,0,0,0,1,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61074","H","H","None","L","L",0,0,0,0,0,0,0,1,0,"H",0,"L","Loss","Gain_neutrality","humid",1,-1,0,0,"None","None","OpenCoast"
2,"OpenCoast_61075","M","M","Medium","L","L",0,0,0,1,0,0,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61077","M","M","Medium","L","L",0,0,0,1,0,0,0,0,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61078","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61079","L","L","High","L","L",1,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61083","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61088","L","L","High","L","L",0,0,1,1,0,0,0,1,1,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61089","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61091","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61092","H","H","Low","L","L",0,1,0,0,0,0,0,1,0,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61095","M","M","Medium","L","L",0,0,1,1,0,0,0,1,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61096","M","M","Medium","L","L",0,0,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61097","H","H","Low","L","L",0,0,0,0,0,0,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61098","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61099","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61102","H","H","Low","L","L",0,1,0,0,0,1,0,0,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61103","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61106","M","M","Medium","L","L",1,1,0,0,0,1,0,0,1,"H",0,"M","Loss","Loss","arid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61107","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61110","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61114","H","H","Low","L","L",0,0,1,0,1,0,0,0,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61115","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61119","H","H","Low","L","L",0,0,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61120","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61121","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61122","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61125","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61126","M","M","Medium","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61128","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61131","M","M","Medium","L","L",0,0,0,0,0,1,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61132","H","H","Low","L","L",0,1,0,0,0,0,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61134","H","H","Low","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61135","H","H","Low","L","L",0,0,0,0,0,1,0,0,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61137","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61138","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61139","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61142","M","M","Medium","L","L",0,0,0,0,0,1,0,0,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61144","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61146","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61147","H","H","Low","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61148","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61149","L","L","High","L","L",0,0,0,0,0,1,0,0,1,"H",0,"L","Loss","Gain_neutrality","humid",1,-1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61150","M","M","Medium","L","L",0,1,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61152","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61154","L","L","High","L","L",0,1,1,1,0,1,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61155","L","L","High","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61156","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61158","H","H","Low","L","L",0,1,0,0,0,1,0,0,1,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61165","L","L","High","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61166","L","L","High","L","L",0,1,1,1,0,1,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61168","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Gain_neutrality","humid",1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61169","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61173","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61179","H","H","Low","L","L",1,1,0,0,0,1,0,1,0,"H",0,"L","Gain_neutrality","Gain_neutrality","arid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61180","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61181","H","H","Low","L","L",0,1,0,0,0,0,0,1,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61184","M","M","Medium","L","L",0,1,1,1,0,1,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61185","H","H","Low","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61188","H","H","Low","L","L",0,0,0,0,0,0,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61191","H","H","Low","L","L",1,1,0,0,0,1,0,1,0,"H",0,"M","Gain_neutrality","Gain_neutrality","arid",1,1,1,0,"Low","None","OpenCoast"
2,"OpenCoast_61193","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61195","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61196","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61197","M","L","High","L","L",0,1,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","High","OpenCoast"
2,"OpenCoast_61198","M","M","Medium","L","L",0,1,0,1,0,1,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61199","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61202","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61203","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Loss","Gain_neutrality","humid",1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61204","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61207","M","M","Medium","L","L",0,1,0,0,0,1,0,0,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61208","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61209","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61210","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61212","H","H","Low","L","L",0,0,0,0,0,1,0,0,1,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61213","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61216","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61218","H","H","Low","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61221","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61223","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61224","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61225","H","H","Low","L","L",0,1,0,0,0,1,0,0,0,"H",0,"H","Loss","Gain_neutrality","humid",1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61226","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61227","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61233","H","H","Low","L","L",0,0,1,1,0,1,0,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61234","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61235","M","M","Medium","L","L",0,0,0,0,0,0,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61236","H","H","Low","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61240","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61241","M","M","Medium","L","L",0,0,1,0,0,0,0,0,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61246","H","H","Low","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61250","M","M","Medium","L","L",0,1,1,1,0,1,0,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61251","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61252","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61253","L","L","High","L","L",0,1,0,0,0,1,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"High","High","OpenCoast"
2,"OpenCoast_61259","M","M","Medium","L","L",0,0,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61261","M","M","Medium","L","L",1,1,0,0,0,0,0,0,1,"H",0,"M","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61262","M","M","Medium","L","L",0,1,0,0,0,1,0,1,1,"H",0,"L","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61264","M","M","Medium","L","L",0,0,0,0,0,1,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61265","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61267","L","L","High","L","L",1,1,0,0,0,0,0,0,1,"H",0,"H","Loss","Gain_neutrality","humid",1,-1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61274","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61275","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61276","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61278","H","H","Low","L","L",0,1,0,0,0,0,0,0,0,"H",0,"M","Loss","Loss","humid",-1,-1,1,1,"Low","Low","OpenCoast"
2,"OpenCoast_61279","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61280","M","M","Medium","L","L",0,1,0,0,0,0,0,1,1,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61281","M","M","Medium","L","L",0,1,0,0,0,0,0,1,1,"H",0,"H","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61286","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61287","M","M","Medium","L","L",0,1,0,0,0,0,0,0,0,"H",0,"H","Gain_neutrality","Gain_neutrality","humid",1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61288","M","M","Medium","L","L",1,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61289","M","M","Medium","L","L",0,1,0,0,0,0,0,1,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61292","L","L","High","L","L",1,1,0,0,0,0,0,0,1,"H",0,"L","Loss","Gain_neutrality","humid",1,-1,1,1,"High","Medium","OpenCoast"
2,"OpenCoast_61293","M","M","Medium","L","L",0,1,0,0,0,0,0,0,1,"H",0,"M","Gain_neutrality","Loss","humid",-1,1,1,1,"Medium","Low","OpenCoast"
2,"OpenCoast_61294","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"H","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
2,"OpenCoast_61295","M","M","Medium","L","L",0,1,0,0,0,0,0,1,0,"H",0,"L","Loss","Loss","humid",-1,-1,1,1,"Medium","Medium","OpenCoast"
