"Type","Tidal_Class","future_slr","antecedent_slr","future_drought","future_extreme_rainfall","historical_drought","historical_extreme_rainfall","historical_storms","future_storms"
"Lagoon_10371","Micro",0.24716217815876,1.30213475227356,0,36.8579788208008,2.24216103553772,0.0753256157040596,2,0.102566788669468
"Lagoon_10407","Micro",0.234485000371933,2.9154269695282,0,7.23833703994751,1.48202288150787,2.46692323684692,43,1
"Lagoon_10444","Micro",0.223252147436142,3.88055109977722,0,32.2132186889648,1.45272839069366,2.71327686309814,15,0.891763582288569
"Lagoon_10480","Micro",0.239283367991447,4.26363706588745,0,12.4251804351807,2.39709949493408,0.95610511302948,0,0.00134912286551514
"Lagoon_10493","Micro",0.239283367991447,4.36735868453979,0,14.084906578064,2.66921830177307,0,0,0.00134912286551514
"Lagoon_1125","Micro",0.234708473086357,2.84153842926025,0,2.74721074104309,1.42258059978485,1.82740449905396,22,0.980985573485159
"Lagoon_1148","Micro",0.234708473086357,2.36772036552429,0,2.74721074104309,1.45330584049225,1.83269488811493,22,0.980320627680723
"Lagoon_1246","Micro",0.234463930130005,1.24062955379486,0,0.927947402000427,0.737280309200287,0.866521716117859,24,0.856997973614614
"Lagoon_1255","Micro",0.261255174875259,2.97083330154419,19.4344062805176,0,1.71210312843323,1.88174307346344,17,0.993445777595186
"Lagoon_134","Micro",0.219749599695206,3.9726095199585,4.17512607574463,0,2.00690174102783,1.49498867988586,0,0.0292791576095386
"Lagoon_14","Micro",0.266007006168365,4.07058048248291,7.39835262298584,0,1.61956346035004,1.14109396934509,6,0.999871764415124
"Lagoon_1415","Micro",0.16865773499012,1.9635466337204,0.31915670633316,0,1.08453285694122,2.544273853302,16,0.916480269046361
"Lagoon_1454","Micro",0.16865773499012,1.9635466337204,0.31915670633316,0,1.08453285694122,2.544273853302,16,0.894428709847819
"Lagoon_1456","Micro",0.16865773499012,1.9635466337204,0.33221647143364,0,1.07787096500397,2.54101967811584,14,0.886071060052631
"Lagoon_1564","Micro",0.245161145925522,0.76902574300766,8.13203525543213,0,2.38518977165222,2.03991460800171,13,0.788716828393343
"Lagoon_1708","Micro",0.222761437296867,3.0753116607666,0,8.8247537612915,0.150508418679237,2.03686475753784,2,0.563670794419506
"Lagoon_1760","Micro",0.288299262523651,3.95541596412659,0,23.7751293182373,2.1017005443573,0.808526337146759,0,0.0423133066258942
"Lagoon_20000","Micro",0.355612218379974,0.173185929656029,18.1825160980225,0,1.25677800178528,2.57742524147034,26,0.999302537790051
"Lagoon_20001","Micro",0.355612218379974,0.924356341362,19.1750373840332,0,1.35764586925507,2.79107785224915,27,0.999353638111943
"Lagoon_20002","Micro",0.269066900014877,4.54129314422607,12.2774906158447,0,2.28098630905151,0.648851811885834,20,0.997129580846209
"Lagoon_20010","Micro",0.262604922056198,1.5476086139679,13.0937461853027,0,2.34782791137695,1.24198377132416,40,0.999998767153362
"Lagoon_20011","Micro",0.265067040920258,1.21094763278961,17.5020904541016,0,2.55860590934753,1.70096445083618,30,0.999983280029518
"Lagoon_20012","Micro",0.265295028686523,2.15444087982178,11.0629596710205,0,2.21778512001038,0.790806174278259,14,0.998172413483867
"Lagoon_20015","Micro",0.265919268131256,2.22166585922241,18.4395580291748,0,2.50453090667725,1.89389181137085,17,0.999645997511976
"Lagoon_20016","Micro",0.265919268131256,1.99586617946625,18.4395580291748,0,2.33994913101196,1.92004632949829,17,0.999642776292774
"Lagoon_20017","Micro",0.274921476840973,1.25785899162292,18.5916576385498,0,2.08222031593323,1.46009242534637,18,0.999688260482118
"Lagoon_20018","Micro",0.284921169281006,0.437799751758575,16.0995693206787,0,1.85884070396423,1.90503883361816,21,0.999973391033942
"Lagoon_20019","Micro",0.312622457742691,-0.658138751983643,24.8290538787842,0,1.97806084156036,2.0101912021637,49,0.99999979115368
"Lagoon_20020","Micro",0.312622457742691,0.869083762168884,26.359188079834,0,1.93783783912659,2.1447160243988,47,0.999999774067557
"Lagoon_20021","Micro",0.312622457742691,0.869083762168884,26.3591899871826,0,1.93783783912659,2.1447160243988,46,0.999999804201079
"Lagoon_20022","Micro",0.312622457742691,1.66099381446838,22.4847106933594,0,1.83652341365814,2.07583904266357,45,0.999999776740228
"Lagoon_20023","Micro",0.334665030241013,2.71828508377075,26.2086734771729,0,1.9750816822052,1.90883767604828,43,0.999997842763022
"Lagoon_20024","Micro",0.36646980047226,3.81983947753906,25.8990268707275,0,1.61977756023407,1.80572032928467,40,0.999914688691628
"Lagoon_20025","Micro",0.380809277296066,4.37434530258179,21.0423374176025,0,1.49273955821991,1.41859984397888,41,0.999620797359147
"Lagoon_20026","Micro",0.380809277296066,4.37434530258179,21.0423393249512,0,1.55285799503326,1.55032360553741,41,0.999504269827786
"Lagoon_20027","Micro",0.380809277296066,4.56009960174561,21.0423374176025,0,1.55285799503326,1.55032336711884,41,0.99941167489049
"Lagoon_20028","Micro",0.38150230050087,4.47619533538818,15.5048303604126,0,1.58724546432495,1.54926776885986,42,0.999332701973437
"Lagoon_20029","Micro",0.38150230050087,4.62365913391113,17.6501388549805,0,1.57939922809601,1.47864782810211,34,0.998144159586548
"Lagoon_20030","Micro",0.375246465206146,4.63006591796875,19.2435626983643,0,1.56092262268066,1.4650981426239,26,0.994945494767686
"Lagoon_20031","Micro",0.349425315856934,4.59378147125244,18.6157646179199,0,1.8905256986618,2.29098391532898,33,0.980197346631358
"Lagoon_20032","Micro",0.349425315856934,4.65057373046875,16.1297912597656,0,1.74700999259949,2.43506908416748,34,0.975685015268383
"Lagoon_20033","Micro",0.349425315856934,4.64300203323364,14.7469797134399,0,1.65178036689758,2.13578033447266,32,0.961744354965085
"Lagoon_20034","Micro",0.349425315856934,4.6659722328186,14.7469797134399,0,1.65178036689758,2.13578033447266,32,0.968301979053796
"Lagoon_20035","Micro",0.314526706933975,4.5463547706604,16.8406238555908,0,1.51318979263306,2.0218026638031,30,0.877615016012345
"Lagoon_20036","Micro",0.202829748392105,1.92123627662659,44.2173461914062,0,4.2385425567627,2.26358437538147,35,0.999999994366393
"Lagoon_20037","Micro",0.202829748392105,1.92123627662659,44.2173461914062,0,4.2385425567627,2.26358437538147,33,0.999999994226424
"Lagoon_20038","Micro",0.254764258861542,2.10092449188232,38.4805297851562,0,2.1149206161499,2.38858771324158,18,0.999996669705267
"Lagoon_20039","Micro",0.254764258861542,2.09247255325317,38.4805297851562,0,2.1149206161499,2.38858771324158,17,0.999995864026711
"Lagoon_20040","Micro",0.265625596046448,1.62371003627777,34.385311126709,0,2.63227105140686,2.96548509597778,22,0.999996417034598
"Lagoon_20041","Micro",0.271081924438477,0.87094509601593,9.9974308013916,0,3.2715015411377,3.11299991607666,21,0.999951157958693
"Lagoon_20042","Micro",0.261246174573898,0.054663211107254,0,2.34457111358643,1.19430243968964,1.15482819080353,21,0.999933137475533
"Lagoon_20043","Micro",0.283942610025406,1.04053711891174,6.47329378128052,0,1.81822025775909,2.40204310417175,27,0.999938819074327
"Lagoon_20044","Micro",0.295814216136932,0.26240211725235,3.98463582992554,0,1.64418566226959,2.45406818389893,23,0.999909490690327
"Lagoon_20045","Micro",0.314526706933975,4.44978666305542,19.7234020233154,0,1.68247473239899,2.0265691280365,28,0.808877873204676
"Lagoon_20046","Micro",0.314526706933975,4.44978666305542,19.7234039306641,0,1.68247473239899,2.0265691280365,28,0.815883588873395
"Lagoon_20047","Micro",0.286046236753464,4.2150444984436,19.2719612121582,0,1.76006460189819,2.05735540390015,19,0.706188133780358
"Lagoon_20048","Micro",0.267048060894012,4.4481840133667,19.3294811248779,0,1.73360204696655,2.04363322257996,17,0.690001611275187
"Lagoon_20049","Micro",0.260103732347488,5,21.3997249603271,0,1.51187455654144,2.01201295852661,16,0.6720365367335
"Lagoon_20050","Micro",0.260103732347488,5,21.3997230529785,0,1.51187455654144,2.01201295852661,16,0.664573323386979
"Lagoon_20051","Micro",0.260103732347488,5,21.3997249603271,0,1.51187455654144,2.01201295852661,18,0.650136664939646
"Lagoon_20052","Micro",0.260103732347488,5,16.3504486083984,0,1.60139441490173,1.81769955158234,16,0.643696629305886
"Lagoon_20054","Micro",0.260103732347488,5,13.8076734542847,0,1.69721376895905,1.86281991004944,14,0.625261337356528
"Lagoon_20055","Micro",0.258647918701172,5,14.3261404037476,0,1.95944023132324,1.70391237735748,14,0.615164721238687
"Lagoon_20057","Micro",0.258647918701172,5,14.3261404037476,0,1.95944011211395,1.70391249656677,12,0.602591753776387
"Lagoon_20058","Micro",0.258647918701172,5,14.3261404037476,0,1.91160893440247,1.36816596984863,10,0.576248651861411
"Lagoon_20059","Micro",0.258647918701172,5,17.9231243133545,0,1.80096685886383,0.904013991355896,11,0.580947766209624
"Lagoon_20060","Micro",0.258647918701172,5,17.9231243133545,0,1.80096685886383,0.904013991355896,11,0.58269696392242
"Lagoon_20061","Micro",0.263960123062134,5,17.9231262207031,0,1.75209510326385,0.896696388721466,10,0.618381093896724
"Lagoon_20062","Micro",0.263960123062134,5,17.9231262207031,0,1.75209510326385,0.896696388721466,10,0.611922252398409
"Lagoon_20063","Micro",0.263960123062134,5,17.9231262207031,0,1.75209510326385,0.896696388721466,11,0.625785610232955
"Lagoon_20064","Micro",0.258398085832596,5,25.7129688262939,0,2.02565956115723,1.55752992630005,8,0.785061071027606
"Lagoon_20065","Micro",0.260590732097626,5,39.0879859924316,0,1.91394519805908,1.64387357234955,5,0.856582449292248
"Lagoon_20066","Micro",0.260590732097626,5,37.6346893310547,0,1.94570827484131,1.43390917778015,5,0.851289286341371
"Lagoon_20067","Micro",0.260590732097626,5,36.8293914794922,0,1.94706535339355,1.45499563217163,5,0.84310876278469
"Lagoon_20068","Micro",0.264446556568146,5,36.8293914794922,0,1.67310965061188,1.56971311569214,5,0.82567962137751
"Lagoon_20069","Micro",0.267219096422195,5,30.2490215301514,0,1.61505055427551,1.26923179626465,2,0.584439129513221
"Lagoon_20070","Micro",0.262168049812317,5,30.2490234375,0,1.63695478439331,1.39098763465881,2,0.502137089976747
"Lagoon_20071","Micro",0.262168049812317,5,30.4939575195312,0,1.58864092826843,1.27211213111877,2,0.455307663746187
"Lagoon_20072","Meso",0.246881291270256,5,14.5383520126343,0,1.67969465255737,1.43870377540588,1,0.191671127761137
"Lagoon_20073","Meso",0.241612076759338,5,5.66628503799438,0,1.63347291946411,1.62216830253601,0,0.178368303574956
"Lagoon_20074","Meso",0.239448755979538,5,0,20.9027576446533,0.936273813247681,1.33018493652344,0,0.0703978615661609
"Lagoon_20075","Meso",0.239448755979538,5,0,20.9027576446533,0.936273813247681,1.33018493652344,0,0.132485802436555
"Lagoon_20076","Meso",0.294014543294907,5,21.4402294158936,0,0.93843138217926,1.40051925182343,1,0.506942531829826
"Lagoon_20077","Meso",0.246771574020386,5,0,22.7053928375244,1.89820313453674,1.93975567817688,0,0.00404211236299601
"Lagoon_20078","Meso",0.231085851788521,4.31496858596802,0,33.5917549133301,2.26095604896545,2.15720987319946,0,0
"Lagoon_20079","Meso",0.231085851788521,4.31496858596802,0,33.5917587280273,2.26095604896545,2.15720987319946,0,0
"Lagoon_20080","Micro",0.239700883626938,2.75985026359558,12.0444402694702,0,1.69254648685455,1.23247218132019,1,0
"Lagoon_20081","Micro",0.233049780130386,4.32694721221924,28.685905456543,0,2.59132623672485,2.72906351089478,1,0
"Lagoon_20082","Micro",0.240807011723518,4.705406665802,26.4713897705078,0,2.63706207275391,2.98289585113525,1,0
"Lagoon_20083","Micro",0.242626622319221,3.76503252983093,26.1314697265625,0,2.36704778671265,2.46187210083008,0,0
"Lagoon_20084","Micro",0.245026379823685,4.93452215194702,29.438943862915,0,1.50415420532227,1.3030788898468,0,0
"Lagoon_20085","Micro",0.245260387659073,5,36.7985763549805,0,2.28933596611023,1.82779705524445,0,0
"Lagoon_20086","Micro",0.241155460476875,5,36.2318000793457,0,2.34449815750122,2.06262874603271,0,0
"Lagoon_20087","Micro",0.252969831228256,4.11750602722168,0,5.79646301269531,1.44941687583923,1.36456990242004,0,0
"Lagoon_20088","Meso",0.25864452123642,4.89880466461182,0,9.34393119812012,1.03997874259949,1.33496081829071,0,0
"Lagoon_20089","Micro",0.266993999481201,5,65.5130233764648,0,2.1148157119751,2.34161257743835,12,0.999905618166
"Lagoon_20090","Micro",0.269381314516068,5,63.6542739868164,0,2.30911803245544,2.06664347648621,11,0.999896411198287
"Lagoon_20091","Micro",0.266339808702469,5,57.114559173584,0,2.21388244628906,1.7794383764267,2,0.990588171592071
"Lagoon_20092","Micro",0.273634135723114,5,53.4356727600098,0,2.33185815811157,2.26042771339417,2,0.97315547206469
"Lagoon_20093","Micro",0.273634135723114,5,53.4356727600098,0,2.33185815811157,2.26042771339417,2,0.978592184532746
"Lagoon_20094","Micro",0.273634135723114,5,59.1495666503906,0,2.28713583946228,2.21573328971863,3,0.994912190844843
"Lagoon_20095","Micro",0.297605574131012,5,49.0990791320801,0,1.58529853820801,2.09579586982727,1,0.926593449385441
"Lagoon_20096","Micro",0.360484838485718,5,37.0826225280762,0,2.56059145927429,2.87754964828491,2,0.595875853649396
"Lagoon_20097","Micro",0.34531632065773,5,21.0661163330078,0,2.53117322921753,2.82118511199951,0,0.265233396174326
"Lagoon_20098","Micro",0.34531632065773,5,9.28990745544434,0,2.06046056747437,2.88345718383789,0,0.222968901095337
"Lagoon_20099","Micro",0.285256892442703,5,37.809440612793,0,1.35639989376068,1.77210545539856,8,0.931657126596086
"Lagoon_20100","Micro",0.28284540772438,5,44.7209625244141,0,2.67039895057678,2.27801179885864,14,0.985234266448069
"Lagoon_20101","Micro",0.28284540772438,5,44.7209625244141,0,2.67039895057678,2.27801179885864,14,0.987092159101298
"Lagoon_20102","Micro",0.28284540772438,5,44.7209625244141,0,2.67039895057678,2.27801179885864,14,0.988723875725537
"Lagoon_20103","Micro",0.28284540772438,5,44.7209625244141,0,2.63064002990723,2.21482920646667,14,0.989588905683222
"Lagoon_20105","Micro",0.329645067453384,3.7911376953125,45.3914337158203,0,1.05997157096863,0.953057646751404,30,0.99962488807165
"Lagoon_20106","Micro",0.358973532915115,3.69977307319641,42.9856758117676,0,1.69986486434937,2.05513262748718,26,0.999359340522555
"Lagoon_20107","Micro",0.396142244338989,3.73731541633606,39.6740798950195,0,1.89083862304688,2.62522101402283,17,0.997686020646288
"Lagoon_20108","Micro",0.423811137676239,3.62070202827454,30.8317451477051,0,1.66487669944763,2.55928182601929,18,0.993162921841476
"Lagoon_20109","Micro",0.423811137676239,3.96911644935608,30.8317451477051,0,2.06979179382324,2.44515609741211,17,0.988687873230705
"Lagoon_20110","Micro",0.423811137676239,4.69282579421997,30.1966915130615,0,2.52032399177551,2.47238206863403,21,0.993562024393532
"Lagoon_20111","Micro",0.423811137676239,4.69282579421997,30.1966896057129,0,2.52032399177551,2.47238206863403,19,0.991453553343384
"Lagoon_20112","Micro",0.398991048336029,4.34782600402832,30.8333339691162,0,2.47654986381531,2.46190428733826,23,0.994486674779469
"Lagoon_20115","Micro",0.352394461631775,-0.843722403049469,13.6389665603638,0,1.38752841949463,2.13487815856934,25,0.999017759414845
"Lagoon_20116","Micro",0.36933770775795,0.644574344158173,14.801399230957,0,1.55129730701447,2.33768439292908,20,0.998857236886808
"Lagoon_20117","Micro",0.361642450094223,0.767711162567139,13.6065101623535,0,1.78458988666534,2.81805539131165,28,0.995852469446984
"Lagoon_20118","Micro",0.29876446723938,3.01357817649841,23.7076568603516,0,1.31934058666229,2.24138784408569,26,0.905590100080067
"Lagoon_20119","Micro",0.29876446723938,1.71319115161896,22.3503799438477,0,1.30982112884521,1.52645456790924,24,0.937980773796483
"Lagoon_20120","Micro",0.29876446723938,0.729302525520325,22.323844909668,0,1.58679437637329,1.66439855098724,27,0.95573708938777
"Lagoon_20121","Micro",0.330218642950058,0.729302525520325,22.3238430023193,0,1.586794257164,1.66439843177795,27,0.957641486064809
"Lagoon_20122","Micro",0.330218642950058,-0.633286714553833,22.2837257385254,0,1.57288432121277,1.82662522792816,25,0.967564425091802
"Lagoon_20123","Micro",0.330218642950058,-0.0288893412798643,22.323844909668,0,1.50191164016724,1.52633905410767,27,0.965515922826579
"Lagoon_20124","Micro",0.330218642950058,-1.22870719432831,22.2837257385254,0,1.57288432121277,1.82662510871887,25,0.971271390190824
"Lagoon_20125","Micro",0.330218642950058,-1.88430869579315,19.4905185699463,0,1.22248530387878,1.98722517490387,23,0.973648297361442
"Lagoon_20126","Micro",0.330218642950058,-1.42218089103699,19.4905185699463,0,1.24144077301025,2.02072668075562,24,0.978458494432703
"Lagoon_20127","Micro",0.37496954202652,1.67137765884399,16.3681564331055,0,1.44695270061493,2.3316957950592,18,0.992341733973245
"Lagoon_20128","Micro",0.377238929271698,1.02124428749084,15.6206636428833,0,1.52152609825134,2.05991649627686,18,0.997293365915527
"Lagoon_20130","Micro",0.312122792005539,1.41863441467285,0,5.117506980896,1.4142233133316,1.84254384040833,29,0.999827974082197
"Lagoon_20131","Micro",0.251414120197296,0.687757670879364,23.1917724609375,0,1.96363008022308,0.846000254154205,7,0.370573560989388
"Lagoon_20132","Micro",0.256725609302521,1.24048030376434,23.1917743682861,0,1.95398306846619,0.82972913980484,7,0.370573560989388
"Lagoon_20133","Micro",0.251414120197296,0.696370363235474,23.1917743682861,0,2.00723814964294,0.919553458690643,7,0.355712020379124
"Lagoon_20134","Meso",0.250539809465408,1.50384676456451,26.0900764465332,0,1.30198264122009,1.20623660087585,0,0.265233396174326
"Lagoon_20135","Micro",0.255614250898361,-0.461753606796265,13.3411931991577,0,1.25156164169312,0.764731228351593,0,0.0602783125065844
"Lagoon_20136","Micro",0.258595317602158,1.32365620136261,18.4961261749268,0,1.45542776584625,0.990761399269104,0,0.027966387323629
"Lagoon_20137","Micro",0.262601286172867,1.73138785362244,18.4961261749268,0,2.18127036094666,1.65444195270538,0,0.0187290090747795
"Lagoon_20138","Micro",0.260326445102692,1.82912957668304,19.1919803619385,0,2.36848568916321,1.61259233951569,0,0.0147443075449964
"Lagoon_20139","Micro",0.260326445102692,1.96414530277252,19.1919803619385,0,2.36848545074463,1.6125922203064,0,0.0134126145306417
"Lagoon_20140","Micro",0.260326445102692,1.96414530277252,19.1919803619385,0,2.36848545074463,1.61259233951569,0,0.0107440267515443
"Lagoon_20141","Micro",0.260326445102692,1.90910565853119,19.1919803619385,0,2.26171398162842,1.88444304466248,0,0.00806848883304012
"Lagoon_20142","Micro",0.260326445102692,2.06118083000183,19.1919803619385,0,2.26171398162842,1.88444304466248,0,0.00806848883304012
"Lagoon_20143","Micro",0.260326445102692,2.08757472038269,19.7904262542725,0,2.24245524406433,1.79640769958496,0,0.00806848883304012
"Lagoon_20144","Micro",0.260326445102692,2.08757472038269,19.7904243469238,0,2.22905921936035,1.55454397201538,0,0.00806848883304012
"Lagoon_20145","Micro",0.260326445102692,2.08757472038269,19.7904262542725,0,2.23073434829712,1.55324566364288,0,0.00538598337194518
"Lagoon_20146","Micro",0.260326445102692,2.08757472038269,19.7904262542725,0,2.23073434829712,1.55324566364288,0,0.00538598337194518
"Lagoon_20147","Micro",0.260201424360275,1.84262347221375,17.1226673126221,0,2.15789723396301,1.5903422832489,0,0.00404211236299601
"Lagoon_20148","Micro",0.260201424360275,1.81192147731781,17.1226692199707,0,2.15789723396301,1.5903422832489,0,0.00404211236299601
"Lagoon_20149","Micro",0.261601388454437,1.69535613059998,9.29568767547607,0,2.26243543624878,1.55982303619385,0,0.00269649292324547
"Lagoon_20150","Micro",0.261601388454437,1.60580098628998,8.61165332794189,0,2.42501473426819,1.46385157108307,0,0.00134912286551514
"Lagoon_20151","Micro",0.271393716335297,0.786993205547333,12.2420301437378,0,2.27049255371094,1.25798845291138,0,0
"Lagoon_20152","Micro",0.271393716335297,0.964118182659149,12.4239616394043,0,2.24714040756226,1.40989673137665,0,0
"Lagoon_20153","Micro",0.274418354034424,0.816064357757568,0,1.89273512363434,2.42803978919983,1.2898873090744,0,0
"Lagoon_20154","Micro",0.27182599902153,0.75275444984436,0,8.11422348022461,1.87747931480408,1.38589262962341,0,0
"Lagoon_20155","Micro",0.27182599902153,1.70869612693787,0,8.11422348022461,1.87747931480408,1.3858927488327,0,0
"Lagoon_20156","Micro",0.266889274120331,1.70869612693787,0,8.11422348022461,1.54494428634644,1.76098322868347,0,0
"Lagoon_20158","Micro",0.274368822574615,2.79951906204224,0,11.5840187072754,2.39806509017944,3.19200420379639,0,0
"Lagoon_20159","Micro",0.274368822574615,2.76672863960266,0,17.039587020874,2.38557600975037,3.2267382144928,0,0
"Lagoon_20160","Micro",0.28253760933876,2.5853328704834,0,17.0395889282227,2.31290411949158,3.01666569709778,0,0
"Lagoon_20161","Micro",0.287205457687378,2.41533708572388,0,30.2826538085938,1.34975552558899,1.74559736251831,0,0
"Lagoon_20162","Micro",0.288299262523651,3.61570072174072,0,21.6357574462891,1.95990669727325,1.15093505382538,0,0.0266519075304349
"Lagoon_20163","Micro",0.28191927075386,3.46785831451416,0,27.2975997924805,1.43029606342316,0.496456891298294,0,0.0487670186687075
"Lagoon_20164","Micro",0.253332316875458,4.65095376968384,3.83972573280334,0,1.90143191814423,1.46375417709351,0,0.651606829310327
"Lagoon_20165","Micro",0.257879197597504,1.45464766025543,20.9573593139648,0,1.43206942081451,2.72154259681702,10,0.993162921841476
"Lagoon_20166","Micro",0.255024582147598,2.03835892677307,20.9573593139648,0,1.36829352378845,2.72707891464233,13,0.99194844788267
"Lagoon_20167","Meso",0.253704488277435,2.2132031917572,20.1256637573242,0,1.91713106632233,2.21426010131836,16,0.954513863574607
"Lagoon_20168","Meso",0.253704488277435,2.08249568939209,22.9696655273438,0,1.86997807025909,2.17617440223694,16,0.959219660560189
"Lagoon_20169","Meso",0.253704488277435,2.05498814582825,24.0186214447021,0,1.8725311756134,2.17007946968079,16,0.965673784551943
"Lagoon_20170","Meso",0.257296115159988,2.24726390838623,24.0186214447021,0,1.80780124664307,2.01419806480408,16,0.96795981969694
"Lagoon_20171","Meso",0.255219429731369,2.00943565368652,22.2527618408203,0,1.64682567119598,1.13366425037384,15,0.982139541310881
"Lagoon_20172","Meso",0.255219429731369,2.08230471611023,22.2527618408203,0,1.43506634235382,1.4747998714447,17,0.988096556358801
"Lagoon_20173","Meso",0.259770721197128,2.5668523311615,20.7790431976318,0,1.81537413597107,1.49713015556335,17,0.975533886703997
"Lagoon_20174","Meso",0.261149078607559,2.8586208820343,20.7790431976318,0,1.75776469707489,1.6498726606369,17,0.970509872956782
"Lagoon_20175","Meso",0.256032437086105,3.24907994270325,10.3475875854492,0,2.71724033355713,1.80074143409729,6,0.790522180201929
"Lagoon_20176","Micro",0.24645659327507,4.7267484664917,26.1646747589111,0,1.79035258293152,1.44959735870361,0,0
"Lagoon_20177","Meso",0.265725195407867,3.72181534767151,0,6.59711503982544,2.43676972389221,2.16123294830322,1,0.0602783125065844
"Lagoon_20178","Meso",0.265793591737747,3.66226124763489,0,6.36140966415405,2.51036095619202,2.30536794662476,0,0.0448998350847878
"Lagoon_20179","Meso",0.265793591737747,3.47605919837952,0,6.36141014099121,2.51036095619202,2.30536794662476,0,0.0305902205260095
"Lagoon_20180","Meso",0.265793591737747,3.56127595901489,0,6.36629295349121,2.42368221282959,2.35952711105347,0,0.0253357160895409
"Lagoon_20181","Meso",0.264280736446381,3.38332939147949,0,10.8254480361938,2.41486263275146,2.58361458778381,0,0.0134126145306417
"Lagoon_20182","Micro",0.256942719221115,2.44666194915771,0,19.7057514190674,1.38744676113129,1.83276700973511,0,0
"Lagoon_20183","Micro",0.256942719221115,2.44666194915771,0,20.8658485412598,1.37573218345642,1.85384893417358,0,0
"Lagoon_20184","Micro",0.256942719221115,2.39266586303711,0,20.8658485412598,1.37573218345642,1.85384917259216,0,0
"Lagoon_20185","Micro",0.256912529468536,1.67459237575531,11.502799987793,0,2.7870135307312,2.9860098361969,26,0.998605912631074
"Lagoon_20186","Meso",0.252077281475067,1.37949347496033,8.02421283721924,0,0.639321565628052,1.75915026664734,23,0.990296966503623
"Lagoon_20187","Meso",0.252077281475067,1.42538404464722,8.33029174804688,0,0.666369795799255,1.79288566112518,22,0.990723155648666
"Lagoon_20188","Meso",0.255350917577744,1.72142326831818,8.31431770324707,0,0.68870747089386,1.99388313293457,25,0.983513332904753
"Lagoon_20189","Meso",0.256726026535034,1.49013161659241,7.12332677841187,0,0.819742918014526,2.13012146949768,24,0.981743542940775
"Lagoon_20190","Meso",0.256726026535034,1.91487979888916,3.26393485069275,0,0.956262111663818,2.01131534576416,21,0.979183966522904
"Lagoon_20191","Meso",0.256726026535034,1.91487979888916,3.85342454910278,0,1.55503523349762,2.07079792022705,21,0.978857171857307
"Lagoon_20192","Meso",0.256726026535034,2.00341653823853,6.81499004364014,0,1.55503523349762,2.07079792022705,21,0.976681870677636
"Lagoon_20193","Meso",0.256726026535034,2.00341653823853,6.81499052047729,0,1.55503523349762,2.07079792022705,21,0.973196877498032
"Lagoon_20194","Meso",0.256271570920944,2.69053435325623,8.75699806213379,0,2.26312732696533,1.74333095550537,21,0.971271390190824
"Lagoon_20195","Meso",0.256271570920944,2.67436361312866,8.75699806213379,0,2.4484395980835,1.79599714279175,20,0.969307476089585
"Lagoon_20196","Meso",0.247921794652939,2.51984143257141,8.30492115020752,0,2.18533301353455,1.35614514350891,18,0.997100561627062
"Lagoon_20197","Meso",0.247921794652939,2.30400657653809,14.5074863433838,0,2.24816942214966,1.53620040416718,18,0.998313360388921
"Lagoon_20198","Meso",0.247603058815002,3.03767132759094,14.5038909912109,0,1.52321529388428,2.38081192970276,14,0.998646159270147
"Lagoon_20199","Micro",0.255549997091293,-0.108704186975956,0,37.4499664306641,2.62020254135132,0.397601008415222,6,0.677074460650477
"Lagoon_20200","Micro",0.241896629333496,0.769096374511719,0,36.5546417236328,2.30693197250366,0.536158204078674,1,0.0526191217645285
"Lagoon_20201","Micro",0.241896629333496,1.28773486614227,0,36.5546417236328,2.30693197250366,0.536158204078674,0,0.0551788403827109
"Lagoon_20202","Micro",0.238284662365913,-0.595410287380219,0,24.6069736480713,2.29975295066833,0,0,0.00269649292324547
"Lagoon_20203","Micro",0.2400943338871,-0.158543929457664,0,38.8471336364746,1.82303464412689,0.226708725094795,0,0.0160742695317849
"Lagoon_20204","Micro",0.240230888128281,0.24691715836525,0,40.0076904296875,1.85605216026306,0.207555592060089,0,0.0292791576095386
"Lagoon_20205","Micro",0.223000258207321,-1.87797868251801,0,7.38088178634644,1.95204198360443,1.6157968044281,1,0.153430270517178
"Lagoon_20206","Micro",0.223000258207321,2.57958841323853,0,5.37661743164062,2.22201371192932,1.04776358604431,0,0.0703978615661609
"Lagoon_20207","Micro",0.228164196014404,4.42931079864502,0,10.7383680343628,2.26236653327942,2.10152173042297,2,0.699898393023009
"Lagoon_20208","Micro",0.217927768826485,1.51876711845398,0,33.1297798156738,1.33567762374878,3.0641827583313,11,0.835448416603794
"Lagoon_20209","Micro",0.211203619837761,1.75454890727997,0,33.462703704834,1.33126735687256,3.01798129081726,10,0.826431241135629
"Lagoon_20210","Micro",0.211203619837761,1.75454890727997,0,33.462703704834,1.33126735687256,3.01798129081726,9,0.81667584377522
"Lagoon_20211","Micro",0.211203619837761,1.80211794376373,0,33.5195274353027,1.35017454624176,2.90728735923767,9,0.803878135257225
"Lagoon_20212","Micro",0.238339617848396,-0.373033076524734,0,27.0919742584229,1.62856340408325,2.34902906417847,8,0.737647140384073
"Lagoon_20213","Micro",0.231295943260193,-0.451870054006577,0,25.4671249389648,2.22653818130493,2.45724248886108,13,0.913717765476176
"Lagoon_20214","Micro",0.244994595646858,-0.258466690778732,0,29.2488536834717,1.56719827651978,1.6455283164978,11,0.827925129396418
"Lagoon_20215","Micro",0.24835093319416,-0.194376930594444,0,32.1150360107422,1.58442258834839,1.68539595603943,8,0.778516435673909
